ISBN13,Title,Author,author_id,Cover,,,,,,
9780679755456,El Beso De La Mujer Arana,Manuel Puig,6675,http://www.openisbn.com/cover/0679755454_72.jpg,,,,,,
9783492231480,Die Einsamkeit Des Managers. Ein Pepe-Carvalho-Roman,Manuel Vazquez Montalban,6676,,,,,,,
9783492238885,Die Meere Des Sudens · Wenn Tote Baden: Zwei Pepe-Carvalho-Romane In Einem Band,Manuel Vazquez Montalban,6676,,,,,,,
9781852427009,Southern Seas (A Five Star Title),Manuel Vazquez Montalban,6676,,,,,,,
9780345383822,Saints: The Chosen Few,Manuela Dunn-Mascetti,6677,http://www.openisbn.com/cover/0345383826_72.jpg,,,,,,
9781558744240,Teach Yourself VISUALLY Windows Me Millennium Edition,MaranGraphics,6678,,,,,,,
9780689848643,Witch-Hunt: Mysteries Of The Salem Witch Trials,Marc Aronson,6679,http://www.openisbn.com/cover/0689848641_72.jpg,,,,,,
9780345427991,Eye Of The Beholder,Marc Behm,6680,http://www.openisbn.com/cover/0345427998_72.jpg,,,,,,
9780679884392,D. W.'S Color Book (A Chunky Flap Book),Marc Brown,6681,http://www.openisbn.com/cover/0679884394_72.jpg,,,,,,
9780316115568,Arthur Accused: A Marc Brown Arthur Chapter Book 5 (Arthur Chapter Books),Marc Brown,6681,http://www.openisbn.com/cover/0316115568_72.jpg,,,,,,
9780316110495,Arthur's First Sleepover: An Arthur Adventure,Marc Brown,6681,http://www.openisbn.com/cover/0316110493_72.jpg,,,,,,
9780679867401,Glasses For D W,Marc Brown,6681,http://www.openisbn.com/cover/0679867406_72.jpg,,,,,,
9780385018685,How To Learn Astrology (A Doubleday Dolphin Book),Marc Edmund Jones,6682,http://www.openisbn.com/cover/0385018681_72.jpg,,,,,,
9782890379305,Le Cadeau Du Millionnaire,Marc Fisher,6683,http://www.openisbn.com/cover/2890379302_72.jpg,,,,,,
9780743416993,Soul Prints: Your Path To Fulfillment,Marc Gafni,6684,http://www.openisbn.com/cover/0743416996_72.jpg,,,,,,
9780140382655,You Can Surf The Net!: Your Guide To The World Of The Internet,Marc Gascoigne,6685,http://www.openisbn.com/cover/0140382658_72.jpg,,,,,,
9781573220002,Remarkable Recovery: What Extraordinary Healings Tell Us About Getting Well And Staying Well,Marc Ian Barasch,6686,,,,,,,
9780743406178,If Only It Were True,Marc Levy,6687,http://www.openisbn.com/cover/0743406176_72.jpg,,,,,,
9783746618364,Solange Du Da Bist: Roman,Marc Levy,6687,,,,,,,
9782266104531,Et Si C'etait Vrai...,Marc Levy,6687,http://www.openisbn.com/cover/2266104535_72.jpg,,,,,,
9782266122696,Où Es-tu ?,Marc Levy,6687,http://www.openisbn.com/cover/226612269X_72.jpg,,,,,,
9780385141048,A Voice From The Living,Marc Lovell,6688,http://www.openisbn.com/cover/0385141041_72.jpg,,,,,,
9780898796582,Roget's Super Thesaurus,Marc McCutcheon,6689,http://www.openisbn.com/cover/089879658X_72.jpg,,,,,,
9781582972541,Roget’s Super Thesaurus (Rogets),Marc McCutcheon,6689,http://www.openisbn.com/cover/1582972540_72.jpg,,,,,,
9780525169956,Oklahoma Crude,Marc Norman,6690,http://www.openisbn.com/cover/0525169954_72.jpg,,,,,,
9780821738979,Kisaeng,Marc Olden,6691,http://www.openisbn.com/cover/0821738976_72.jpg,,,,,,
9780679420118,A Dangerous Place: California's Unsettling Fate,Marc Reisner,6692,http://www.openisbn.com/cover/0679420118_72.jpg,,,,,,
9780140104325,Cadillac Desert,Marc Reisner,6692,http://www.openisbn.com/cover/0140104321_72.jpg,,,,,,
9780874779905,Everything In Its Place: My Trials And Triumphs With Obsessive Compulsive Disorder,Marc Summers,6693,http://www.openisbn.com/cover/0874779901_72.jpg,,,,,,
9782268013985,L'Age Du Christ,Marc-Edouard Nabe,6694,http://www.openisbn.com/cover/2268013987_72.jpg,,,,,,
9780866220644,Your First Puppy (Your First Series),Marcel Carpentier,6695,http://www.openisbn.com/cover/086622064X_72.jpg,,,,,,
9780671678944,The Crosskiller,Marcel Montecino,6696,http://www.openisbn.com/cover/0671678949_72.jpg,,,,,,
9783421051493,Mein Leben,Marcel Reich-Ranicki,6697,http://www.openisbn.com/cover/3421051496_72.jpg,,,,,,
9789681906009,Nuestra Senora De La Soledad (Spanish Edition),Marcela Serrano,6698,http://www.openisbn.com/cover/9681906004_72.jpg,,,,,,
9780140277746,The Bust Guide To The New Girl Order,Marcelle Karp,6699,,,,,,,
9780773728806,Yankee Doodle Dandy: Brian Mulroney And The American Agenda,Marci McDonald,6700,http://www.openisbn.com/cover/0773728805_72.jpg,,,,,,
9780515086997,Living With The Kennedys: The Joan Kennedy Story,Marcia Chellis,6701,http://www.openisbn.com/cover/0515086991_72.jpg,,,,,,
9780380455348,Mozart,Marcia Davenport,6702,http://www.openisbn.com/cover/038045534X_72.jpg,,,,,,
9780866220446,The Basset Hound/Ps-815,Marcia Foy,6703,,,,,,,
9780345390011,Nurses,Marcia Kamien,6704,http://www.openisbn.com/cover/0345390016_72.jpg,,,,,,
9780446401616,Where Echoes Live,Marcia Muller,6705,http://www.openisbn.com/cover/0446401617_72.jpg,,,,,,
9780446603287,A Wild And Lonely Place (Sharon McCone Mysteries),Marcia Muller,6705,http://www.openisbn.com/cover/0446603287_72.jpg,,,,,,
9780445408500,The Cheshire Cat's Eye (A Sharon Mccone Mystery),Marcia Muller,6705,http://www.openisbn.com/cover/0445408502_72.jpg,,,,,,
9780892965250,Wolf In The Shadows (A Sharon Mccone Mystery),Marcia Muller,6705,http://www.openisbn.com/cover/0892965258_72.jpg,,,,,,
9780892966509,While Other People Sleep (Sharon McCone Mysteries),Marcia Muller,6705,http://www.openisbn.com/cover/0892966505_72.jpg,,,,,,
9780892967650,Dead Midnight (Sharon McCone Mysteries),Marcia Muller,6705,http://www.openisbn.com/cover/089296765X_72.jpg,,,,,,
9780446604109,The Broken Promise Land,Marcia Muller,6705,http://www.openisbn.com/cover/0446604100_72.jpg,,,,,,
9780445408517,Games To Keep The Dark Away,Marcia Muller,6705,http://www.openisbn.com/cover/0445408510_72.jpg,,,,,,
9780446403832,Wolf In The Shadows (A Sharon Mccone Mystery),Marcia Muller,6705,http://www.openisbn.com/cover/0446403830_72.jpg,,,,,,
9780445409163,The Shape Of Dread,Marcia Muller,6705,http://www.openisbn.com/cover/0445409169_72.jpg,,,,,,
9780688048310,The Web She Weaves,Marcia Muller,6705,,,,,,,
9780892966882,A Walk Through The Fire,Marcia Muller,6705,http://www.openisbn.com/cover/0892966882_72.jpg,,,,,,
9781556708558,Portraits Of Hope: Conquering Breast Cancer : 52 Inspirational Stories Of Strength,Marcia Stevens Sherrill,6706,http://www.openisbn.com/cover/1556708556_72.jpg,,,,,,
9780312997151,A Summer In The Country,Marcia Willett,6707,http://www.openisbn.com/cover/0312997159_72.jpg,,,,,,
9781564020703,Don Quixote,Marcia Williams,6708,,,,,,,
9780898798142,Writing Articles About The World Around You,Marcia Yudkin,6709,http://www.openisbn.com/cover/0898798140_72.jpg,,,,,,
9780743456821,The Lives Of Dax (Star Trek: Deep Space Nine),Marco Palmieri,6710,http://www.openisbn.com/cover/0743456823_72.jpg,,,,,,
9781558850941,A Fire In The Earth,Marcos McPeek Villatoro,6711,http://www.openisbn.com/cover/1558850945_72.jpg,,,,,,
9780192839077,The Meditations Of Marcus Aurelius Antoninus: And A Selection From The Letters Of Marcus And Fronto (Oxford World's Classics),Marcus Aurelius Antonius,6712,,,,,,,
9780060526764,The Heart Of Christianity: Rediscovering A Life Of Faith,Marcus J Borg,6713,http://www.openisbn.com/cover/0060526769_72.jpg,,,,,,
9780006372578,Don't Ask The Price: The Memoirs Of The President Of Marks and Spencer,Marcus Sieff,6714,http://www.openisbn.com/cover/0006372570_72.jpg,,,,,,
9780764550553,Weddings For Dummies,Marcy Blum,6715,,,,,,,
9783442728312,Tod In Breslau.,Marek Krajewski,6716,,,,,,,
9781573227223,Lambs Of God,Marele Day,6717,http://www.openisbn.com/cover/1573227226_72.jpg,,,,,,
9780962341052,Transformed By Love,Margaret,6718,,,,,,,
9780590334273,The Great Egg Mystery (Who Did It? Sticker Mysteries),Margaret A Hartelius,6719,http://www.openisbn.com/cover/0590334271_72.jpg,,,,,,
9780451174970,The Mammoth Stone (Signet),Margaret Allan,6720,http://www.openisbn.com/cover/0451174976_72.jpg,,,,,,
9780295962191,During My Time Florence Edenshaw Davidso,Margaret B Blackman,6721,,,,,,,
9780340766637,Sweet Dreams Are Made Of This A Dark Fai,Margaret Burt,6722,http://www.openisbn.com/cover/0340766638_72.jpg,,,,,,
9780345440143,I'm The One That I Want,Margaret Cho,6723,http://www.openisbn.com/cover/0345440145_72.jpg,,,,,,
9780425159675,Dream Stalker (Wind River Reservation Mystery),Margaret Coel,6724,http://www.openisbn.com/cover/0425159671_72.jpg,,,,,,
9780425170304,The Lost Bird (A Wind River Reservation Myste),Margaret Coel,6724,http://www.openisbn.com/cover/0425170306_72.jpg,,,,,,
9780425170250,The Story Teller (A Wind River Reservation Myste),Margaret Coel,6724,http://www.openisbn.com/cover/042517025X_72.jpg,,,,,,
9780425180907,The Spirit Woman (A Wind River Reservation Myste),Margaret Coel,6724,http://www.openisbn.com/cover/0425180905_72.jpg,,,,,,
9780425165331,The Dream Stalker (A Wind River Reservation Myste),Margaret Coel,6724,http://www.openisbn.com/cover/0425165337_72.jpg,,,,,,
9780425159613,The Ghost Walker (A Wind River Reservation Myste),Margaret Coel,6724,http://www.openisbn.com/cover/0425159612_72.jpg,,,,,,
9780425154632,The Eagle Catcher (A Wind River Reservation Myste),Margaret Coel,6724,http://www.openisbn.com/cover/0425154637_72.jpg,,,,,,
9780425185780,The Thunder Keeper (A Wind River Reservation Myste),Margaret Coel,6724,http://www.openisbn.com/cover/0425185788_72.jpg,,,,,,
9780425191279,The Shadow Dancer (A Wind River Reservation Mystery),Margaret Coel,6724,http://www.openisbn.com/cover/0425191273_72.jpg,,,,,,
9780897331579,Women Sleuths (Academy Mystery Novellas),Margaret Cole,6725,,,,,,,
9780440343691,I Heard The Owl Call My Name,Margaret Craven,6726,http://www.openisbn.com/cover/0440343690_72.jpg,,,,,,
9780440112907,Cactus Rose,Margaret Dobson,6727,http://www.openisbn.com/cover/0440112907_72.jpg,,,,,,
9780440173786,Restless Wind (Candlelight Ecstasy Romance),Margaret Dobson,6727,http://www.openisbn.com/cover/0440173787_72.jpg,,,,,,
9780670842704,The Gates Of Ivory,Margaret Drabble,6728,http://www.openisbn.com/cover/0670842702_72.jpg,,,,,,
9780804103657,Radiant Way,Margaret Drabble,6728,http://www.openisbn.com/cover/0804103658_72.jpg,,,,,,
9780156006194,The Millstone,Margaret Drabble,6728,http://www.openisbn.com/cover/0156006197_72.jpg,,,,,,
9780851191898,Summer Bird Cage,Margaret Drabble,6728,http://www.openisbn.com/cover/0851191894_72.jpg,,,,,,
9780804103640,The Needle's Eye,Margaret Drabble,6728,http://www.openisbn.com/cover/080410364X_72.jpg,,,,,,
9780452262829,The Garrick Year,Margaret Drabble,6728,http://www.openisbn.com/cover/0452262828_72.jpg,,,,,,
9780449213773,Life Before Man,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0449213773_72.jpg,,,,,,
9780553569056,The Robber Bride,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0553569058_72.jpg,,,,,,
9780385503853,Oryx And Crake,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385503857_72.jpg,,,,,,
9780385491051,Surfacing,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385491050_72.jpg,,,,,,
9780385490443,Alias Grace: A Novel,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385490445_72.jpg,,,,,,
9780553282474,Cat's Eye,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0553282476_72.jpg,,,,,,
9780449212608,The Handmaid's Tale,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0449212602_72.jpg,,,,,,
9780385475716,Alias Grace,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385475713_72.jpg,,,,,,
9780385490818,The Handmaid's Tale,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/038549081X_72.jpg,,,,,,
9780385475723,The Blind Assassin,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385475721_72.jpg,,,,,,
9780449214176,Bluebeard's Egg And Other Stories,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0449214176_72.jpg,,,,,,
9780449213766,Lady Oracle,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0449213765_72.jpg,,,,,,
9780446314985,The Edible Woman,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0446314986_72.jpg,,,,,,
9780860680642,Surfacing,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0860680649_72.jpg,,,,,,
9780385471107,Good Bones And Simple Murders,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385471106_72.jpg,,,,,,
9780445046368,Life Before Man,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0445046368_72.jpg,0,,,,,
9780553560466,Wilderness Tips,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0553560468_72.jpg,,,,,,
9780385491082,Lady Oracle,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385491085_72.jpg,,,,,,
9780385491075,Bodily Harm,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385491077_72.jpg,,,,,,
9780385491105,Life Before Man,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385491107_72.jpg,,,,,,
9780385720953,The Blind Assassin: A Novel,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385720955_72.jpg,,,,,,
9780860681298,Edible Woman,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0860681297_72.jpg,,,,,,
9780521662604,Negotiating With The Dead: A Writer On Writing (The Empson Lectures),Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0521662605_72.jpg,,,,,,
9780385491037,The Robber Bride,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385491034_72.jpg,,,,,,
9780553377897,Bodily Harm,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0553377892_72.jpg,,,,,,
9780553377927,The Edible Woman,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0553377922_72.jpg,,,,,,
9780449911532,Handmaid's Tale,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0449911535_72.jpg,,,,,,
9780385491020,Cat's Eye,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385491026_72.jpg,,,,,,
9782264035950,Le Tueur Aveugle,Margaret Eleanor Atwood,6729,,,,,,,
9780385260077,Cat's Eye,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0385260075_72.jpg,,,,,,
9780553345018,DANCING GIRLS AND OTHER STORIES,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/055334501X_72.jpg,,,,,,
9781853811265,Cats Eye,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/1853811262_72.jpg,,,,,,
9780380017997,Lady Oracle,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0380017997_72.jpg,,,,,,
9780553232899,Bodily Harm,Margaret Eleanor Atwood,6729,http://www.openisbn.com/cover/0553232894_72.jpg,,,,,,
9783716022795,Schattenkinder,Margaret Forster,6730,,,,,,,
9780449907153,Lady's Maid,Margaret Forster,6730,http://www.openisbn.com/cover/0449907155_72.jpg,,,,,,
9780385417921,Lady's Maid,Margaret Forster,6730,http://www.openisbn.com/cover/0385417926_72.jpg,,,,,,
9780425176788,The Squire's Tale: A Dame Frevisse Medieval Mystery,Margaret Frazer,6731,http://www.openisbn.com/cover/0425176789_72.jpg,,,,,,
9780425143216,The Novice's Tale (Sister Frevisse Medieval Mysteries),Margaret Frazer,6731,http://www.openisbn.com/cover/042514321X_72.jpg,,,,,,
9780312155858,Mary Queen Of Scotland and The Isles: A Novel,Margaret George,6732,http://www.openisbn.com/cover/0312155859_72.jpg,,,,,,
9780060954888,Anna And The King Of Siam,Margaret Landon,6733,http://www.openisbn.com/cover/0060954884_72.jpg,,,,,,
9780771091599,Stone Angel,Margaret Laurence,6734,http://www.openisbn.com/cover/0771091591_72.jpg,,,,,,
9780380788804,Blood Red Roses,Margaret Lawrence,6735,http://www.openisbn.com/cover/0380788802_72.jpg,,,,,,
9780898220780,DES Stories : Faces And Voices Of People Exposed To Diethylstilbestrol,Margaret Lee Braun,6736,,,,,,,
9780440526704,For Reading Out Loud,Margaret M Kimmel,6737,http://www.openisbn.com/cover/0440526701_72.jpg,,,,,,
9780375760525,Paris 1919: Six Months That Changed The World,Margaret MacMillan,6738,,,,,,,
9780590403214,Aliens In The Family,Margaret Mahy,6739,http://www.openisbn.com/cover/0590403214_72.jpg,,,,,,
9780446606196,Killer Market (Deborah Knott Mysteries),Margaret Maron,6740,http://www.openisbn.com/cover/0446606197_72.jpg,,,,,,
9780446608107,Home Fires (Deborah Knott Mysteries),Margaret Maron,6740,http://www.openisbn.com/cover/0446608106_72.jpg,,,,,,
9780446604062,Up Jumps The Devil (Deborah Knott Mysteries),Margaret Maron,6740,http://www.openisbn.com/cover/0446604062_72.jpg,,,,,,
9780446365383,Gone With The Wind,Margaret Mitchell,6741,http://www.openisbn.com/cover/0446365386_72.jpg,,,,,,
9780684830681,Gone With The Wind,Margaret Mitchell,6741,http://www.openisbn.com/cover/068483068X_72.jpg,,,,,,
9780393029871,My Sisters Keeper: Learning To Cope With A Sibling's Mental Illness,Margaret Moorman,6742,http://www.openisbn.com/cover/0393029875_72.jpg,,,,,,
9780373105403,NOT FAR ENOUGH,Margaret Pargeter,6743,http://www.openisbn.com/cover/0373105401_72.jpg,,,,,,
9780830817221,Unlocking The Power Of God's Word,Margaret Parker,6744,http://www.openisbn.com/cover/0830817220_72.jpg,,,,,,
9780689800849,Running Out Of Time,Margaret Peterson Haddix,6745,http://www.openisbn.com/cover/0689800843_72.jpg,,,,,,
9780689849176,Just Ella,Margaret Peterson Haddix,6745,http://www.openisbn.com/cover/0689849176_72.jpg,,,,,,
9780689824753,Among The Hidden (Shadow Children #1),Margaret Peterson Haddix,6745,,,,,,,
9780689821868,Just Ella (Aladdin Fantasy),Margaret Peterson Haddix,6745,,,,,,,
9780689831287,Just Ella (Aladdin Fantasy),Margaret Peterson Haddix,6745,,,,,,,
9780874835908,Shake-It-Up Tales!,Margaret Read MacDonald,6746,http://www.openisbn.com/cover/0874835909_72.jpg,,,,,,
9780874041873,Cynthia Ann Parker: The Life And The Legend (Southwestern Studies),Margaret Schmidt Hacker,6747,http://www.openisbn.com/cover/0874041872_72.jpg,,,,,,
9780020154402,The Elements Of Grammar,Margaret Shertzer,6748,http://www.openisbn.com/cover/0020154402_72.jpg,,,,,,
9780440425052,Five Little Peppers And How They Grew (Dell Yearling Classic),Margaret Sidney,6749,,,,,,,
9780375811722,Cassie's Runaway Kite (Jellybean Books(R)),Margaret Snyder,6750,,,,,,,
9780855030223,An ABC For You And Me,Margaret Tempest,6751,,,,,,,
9780449212080,Murder At The Kennedy Center (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449212084_72.jpg,,,,,,
9780449001950,Murder At The Library Of Congress (The Capital Crimes Series),Margaret Truman,6752,http://www.openisbn.com/cover/0449001954_72.jpg,,,,,,
9780345444899,Murder At Ford's Theatre (Capital Crimes),Margaret Truman,6752,http://www.openisbn.com/cover/0345444892_72.jpg,,,,,,
9780375500688,Murder At The Library Of Congress,Margaret Truman,6752,http://www.openisbn.com/cover/0375500685_72.jpg,,,,,,
9780449209592,Murder In The Smithsonian (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449209598_72.jpg,,,,,,
9780449001967,Murder In Foggy Bottom (Capital Crimes),Margaret Truman,6752,http://www.openisbn.com/cover/0449001962_72.jpg,,,,,,
9780449212752,Murder In The CIA (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449212750_72.jpg,,,,,,
9780449219393,Murder At The National Cathedral (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449219399_72.jpg,,,,,,
9780877953128,Murder On Capitol Hill: A Novel,Margaret Truman,6752,http://www.openisbn.com/cover/0877953120_72.jpg,,,,,,
9780449206218,Murder On Embassy Row (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449206211_72.jpg,,,,,,
9780449007389,Murder At Ford's Theatre,Margaret Truman,6752,http://www.openisbn.com/cover/0449007383_72.jpg,,,,,,
9780449209691,Murder In The Supreme Court (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449209695_72.jpg,,,,,,
9780449206188,Murder At The FBI (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449206181_72.jpg,,,,,,
9780449219379,Murder On The Potomac (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449219372_72.jpg,,,,,,
9780449213322,Murder In Georgetown (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449213323_72.jpg,,,,,,
9780446314886,Murder In The White House,Margaret Truman,6752,http://www.openisbn.com/cover/0446314889_72.jpg,,,,,,
9780449001721,Murder In The House (Capital Crime),Margaret Truman,6752,http://www.openisbn.com/cover/0449001725_72.jpg,,,,,,
9780449219409,Murder At The Pentagon (Capital Crime Mysteries),Margaret Truman,6752,http://www.openisbn.com/cover/0449219402_72.jpg,,,,,,
9780345443809,Murder On Capitol Hill (Capital Crimes),Margaret Truman,6752,http://www.openisbn.com/cover/0345443802_72.jpg,,,,,,
9780771087462,Much Depends On Dinner,Margaret Visser,6753,http://www.openisbn.com/cover/0771087462_72.jpg,,,,,,
9780312862091,Preternatural,Margaret Wander Bonanno,6754,http://www.openisbn.com/cover/0312862091_72.jpg,,,,,,
9780312064334,Otherwhere,Margaret Wander Bonanno,6754,http://www.openisbn.com/cover/0312064330_72.jpg,,,,,,
9780312866716,Preternatural Too: Gyre,Margaret Wander Bonanno,6754,http://www.openisbn.com/cover/0312866712_72.jpg,,,,,,
9780373712052,Two On The Run: Count On A Cop (Harlequin Superromance No. 1205),Margaret Watson,6755,http://www.openisbn.com/cover/0373712057_72.jpg,,,,,,
9780373711116,Sarah's Baby : Koomera Crossing (Harlequin Superromance No. 1111),Margaret Way,6756,http://www.openisbn.com/cover/0373711115_72.jpg,,,,,,
9780373037711,Outback Bridegroom: Koomera Crossing (Harlequin Romance),Margaret Way,6756,http://www.openisbn.com/cover/0373037716_72.jpg,,,,,,
9780786927081,Dragons Of Summer Flame,Margaret Weis,6757,,,,,,,
9780441006342,Fantastic Alice: New Stories From Wonderland,Margaret Weis,6757,http://www.openisbn.com/cover/0441006345_72.jpg,,,,,,
9780553567717,Into The Labyrinth (Death Gate Cycle),Margaret Weis,6757,,,,,,,
9780553274066,Triumph Of The Darksword (The Darksword Trilogy),Margaret Weis,6757,,,,,,,
9780765304681,Mistress Of Dragons,Margaret Weis,6757,http://www.openisbn.com/cover/0765304686_72.jpg,,,,,,
9780880386524,The Dragonlance Chronicles/Dragons Of Autumn Twilight/Dragons Of Winter Night/Dragons Of Spring Dawning (Collectors Edition),Margaret Weis,6757,,,,,,,
9780880382670,Dragon Lance: Legends Vol. 3: Test Of The Twins,Margaret Weis,6757,http://www.openisbn.com/cover/0880382678_72.jpg,,,,,,
9780553281439,Rose Of The Prophet : Volume III - The Prophet Of Akhran,Margaret Weis And Tracy Hickman,6758,http://www.openisbn.com/cover/0553281437_72.jpg,,,,,,
9780140554557,Big Cat Dreaming,Margaret Wild,6759,,,,,,,
9780802788306,Jinx,Margaret Wild,6759,http://www.openisbn.com/cover/0802788300_72.jpg,,,,,,
9780394741833,Dragons Of Spring Dawning,Margaret Williams,6760,,,,,,,
9780307001382,The Whispering Rabbit (A Little Golden Book),Margaret Wise Brown,6761,,,,,,,
9780060235338,A Pussycat's Christmas,Margaret Wise Brown,6761,,,,,,,
9780307960375,Seven Little Postmen (A Little Golden Book),Margaret Wise Brown,6761,,,,,,,
9780694003617,Goodnight Moon,Margaret Wise Brown,6761,,,,,,,
9780064430173,Goodnight Moon,Margaret Wise Brown,6761,,,,,,,
9780892965830,Serious Intent,Margaret Yorke,6762,http://www.openisbn.com/cover/0892965835_72.jpg,,,,,,
9780751511932,No Medals For The Major,Margaret Yorke,6762,http://www.openisbn.com/cover/0751511935_72.jpg,,,,,,
9780751511918,Small Hours Of The Morning,Margaret Yorke,6762,http://www.openisbn.com/cover/0751511919_72.jpg,,,,,,
9780140231595,Serving In Silence,Margarethe Cammermeyer,6763,,,,,,,
9780452271043,Pleasure In The Word: Writings By Latin American Women,Margarite F Olmos,6764,,,,,,,
9780449208793,The High Cost Of Living,Marge Piercy,6765,http://www.openisbn.com/cover/0449208796_72.jpg,,,,,,
9780449215579,Gone To Soldiers,Marge Piercy,6765,http://www.openisbn.com/cover/0449215571_72.jpg,,,,,,
9780449236710,Small Changes,Marge Piercy,6765,http://www.openisbn.com/cover/0449236714_72.jpg,,,,,,
9780449201145,Dance The Eagle To Sleep,Marge Piercy,6765,http://www.openisbn.com/cover/0449201147_72.jpg,,,,,,
9780671790653,Probe (Star Trek),Margeret Wander Bonanno,6766,http://www.openisbn.com/cover/067179065X_72.jpg,,,,,,
9783442030798,Der Huter Des Kelchs. Ein Albert-Campion-Roman.,Margery Allingham,6767,,,,,,,
9780380705757,The Black Dudley Murder,Margery Allingham,6767,http://www.openisbn.com/cover/0380705753_72.jpg,,,,,,
9780380705726,The Gyrth Chalice Mystery,Margery Allingham,6767,http://www.openisbn.com/cover/0380705729_72.jpg,,,,,,
9780812578904,The Velveteen Rabbit Or How Toys Become Real,Margery Williams,6768,,,,,,,
9780448190839,The Velveteen Rabbit (Reading Railroad),Margery Williams,6768,,,,,,,
9780823030972,Modeling The Figure In Clay: A Sculptor's Guide To Anatomy,Margit Malmstrom,6769,,,,,,,
9780308800588,The Christmas Cupboard,Margo Hoff,6770,http://www.openisbn.com/cover/0308800583_72.jpg,,,,,,
9780307128867,Disney's Pocahontas (Golden Look-Look Book),Margo Lundell,6771,,,,,,,
9780373708314,A Man I Used To Know: Love That Man! (Harlequin Superromance No. 831),Margot Dalton,6772,http://www.openisbn.com/cover/0373708319_72.jpg,,,,,,
9780373706389,The Secret Years : Showcase (Harlequin Superromance No. 638),Margot Dalton,6772,http://www.openisbn.com/cover/0373706383_72.jpg,,,,,,
9780140262773,Criminals,Margot Livesey,6773,http://www.openisbn.com/cover/0140262776_72.jpg,,,,,,
9780805068016,Eva Moves The Furniture: A Novel,Margot Livesey,6773,http://www.openisbn.com/cover/0805068015_72.jpg,,,,,,
9780312421038,Eva Moves The Furniture: A Novel,Margot Livesey,6773,http://www.openisbn.com/cover/0312421036_72.jpg,,,,,,
9780394178639,San Francisco At Your Feet: The Great Walks In A Walker's Town (An Evergreen Book),Margot Patterson Doss,6774,http://www.openisbn.com/cover/0394178637_72.jpg,,,,,,
9780395390337,Curious George And The Pizza,Margret Rey,6775,,,,,,,
9783446202214,Kreutzersonate: Eine Liebesgeschichte,Margriet De Moor,6776,,,,,,,
9783446178694,Der Virtuose: Roman,Margriet De Moor,6776,,,,,,,
9780060975210,The Lover,Marguerite Duras,6777,http://www.openisbn.com/cover/0060975210_72.jpg,,,,,,
9782070368822,Un Barrage Contre Le Pacifique,Marguerite Duras,6777,http://www.openisbn.com/cover/2070368823_72.jpg,,,,,,
9782070376995,Dix Heures Et Demie Du Soir En ete,Marguerite Duras,6777,http://www.openisbn.com/cover/2070376990_72.jpg,,,,,,
9782070369430,Le Marin De Gibraltar,Marguerite Duras,6777,http://www.openisbn.com/cover/2070369439_72.jpg,,,,,,
